"Date","Price","Volume","Market_cap"
"2023-11-13 00:00:00 UTC+0","0.67036372","1386225453.299322","35966867945.83377000"
"2023-11-12 00:00:00 UTC+0","0.66184924","405990362.221397","35510042680.54241000"
"2023-11-11 00:00:00 UTC+0","0.66284033","752336452.068405","35563217359.38418600"
"2023-11-10 00:00:00 UTC+0","0.66022494","967112226.385848","35422894561.43062600"
"2023-11-09 00:00:00 UTC+0","0.66680245","1577807747.666987","35775795786.90771000"
"2023-11-08 00:00:00 UTC+0","0.68782417","900382265.579545","36878269290.00326000"
"2023-11-07 00:00:00 UTC+0","0.68571547","1399436612.313139","36765209565.50371600"
"2023-11-06 00:00:00 UTC+0","0.71524188","1547323412.905134","38348292756.24708000"
"2023-11-05 00:00:00 UTC+0","0.66141899","889437426.533923","35462533519.46157000"
"2023-11-04 00:00:00 UTC+0","0.61579677","400048346.652122","33016459687.84989000"
"2023-11-03 00:00:00 UTC+0","0.61290328","729708912.664994","32861322905.33804700"
"2023-11-02 00:00:00 UTC+0","0.60591933","913339725.506556","32486872670.03304300"
"2023-11-01 00:00:00 UTC+0","0.60894716","868537093.931463","32649211967.58235500"
"2023-10-31 00:00:00 UTC+0","0.60011704","987750399.366751","32142573778.37507600"
"2023-10-30 00:00:00 UTC+0","0.57846793","723783724.759746","30983036473.47941000"
"2023-10-29 00:00:00 UTC+0","0.55610065","341649049.999228","29785033653.09195700"
"2023-10-28 00:00:00 UTC+0","0.54543841","305503239.114408","29213958274.33580400"
