"Date","Price","Volume"
"2024-09-23 19:25:00 UTC+0","63492.00597933","15627359594.331287"
"2024-09-23 19:24:00 UTC+0","63501.32097549","15623868830.835575"
"2024-09-23 19:23:00 UTC+0","63488.64593501","15828898809.482262"
"2024-09-23 19:22:00 UTC+0","63485.35266834","15834103764.354788"
"2024-09-23 19:21:00 UTC+0","63502.54077856","15817578418.679222"
"2024-09-23 19:20:00 UTC+0","63494.45321300","15823735232.860374"
"2024-09-23 19:19:00 UTC+0","63510.20296316","15821186618.779293"
"2024-09-23 19:18:00 UTC+0","63507.86591932","15805591973.110905"
"2024-09-23 19:17:00 UTC+0","63502.25839471","15806860528.565165"
"2024-09-23 19:16:00 UTC+0","63479.13062930","15799671192.255796"
"2024-09-23 19:15:00 UTC+0","63488.30014710","15798056421.713898"
"2024-09-23 19:14:00 UTC+0","63493.79776218","15789740768.468240"
"2024-09-23 19:13:00 UTC+0","63487.62146651","15784792675.491566"
"2024-09-23 19:12:00 UTC+0","63463.96210869","15781613826.033852"
"2024-09-23 19:11:00 UTC+0","63452.58113379","15778718276.189783"
"2024-09-23 19:10:00 UTC+0","63440.70554762","15781107550.768625"
"2024-09-23 19:09:00 UTC+0","63429.62804455","15779221402.673996"
"2024-09-23 19:08:00 UTC+0","63438.17757974","15781125855.214283"
"2024-09-23 19:07:00 UTC+0","63439.54590953","15781313797.783337"
"2024-09-23 19:06:00 UTC+0","63462.33515116","15779275556.351723"
"2024-09-23 19:05:00 UTC+0","63478.33316785","15774451187.118134"
"2024-09-23 19:04:00 UTC+0","63475.65294788","15775621497.677792"
"2024-09-23 19:03:00 UTC+0","63461.68165011","15775753893.318998"
"2024-09-23 19:02:00 UTC+0","63472.73922564","15777546644.800531"
"2024-09-23 19:01:00 UTC+0","63482.60296778","16267929987.075155"
"2024-09-23 19:00:00 UTC+0","63502.18408923","16268809830.279545"
"2024-09-23 18:59:00 UTC+0","63515.11127161","16260875340.641838"
"2024-09-23 18:58:00 UTC+0","63517.10023651","16255544203.647562"
"2024-09-23 18:57:00 UTC+0","63483.36317003","16257372460.208096"
"2024-09-23 18:56:00 UTC+0","63478.36840691","16250760452.424260"
"2024-09-23 18:55:00 UTC+0","63479.64661681","16256875103.358530"
"2024-09-23 18:54:00 UTC+0","63462.04654977","16243248484.371410"
"2024-09-23 18:53:00 UTC+0","63497.14610944","16241626577.585814"
"2024-09-23 18:52:00 UTC+0","63529.28081496","16236655946.793455"
"2024-09-23 18:51:00 UTC+0","63542.57714864","16236199744.586565"
"2024-09-23 18:50:00 UTC+0","63520.68176774","16236495702.106710"
"2024-09-23 18:49:00 UTC+0","63518.11101119","16227201038.066448"
"2024-09-23 18:48:00 UTC+0","63532.95717269","16229927865.885231"
"2024-09-23 18:47:00 UTC+0","63519.70965451","16227002983.377064"
"2024-09-23 18:46:00 UTC+0","63538.62716587","16219595219.957167"
"2024-09-23 18:45:00 UTC+0","63530.21841645","16211235457.213318"
"2024-09-23 18:44:00 UTC+0","63527.65829262","16200809558.129108"
"2024-09-23 18:43:00 UTC+0","63492.07983599","16200099278.477942"
"2024-09-23 18:42:00 UTC+0","63494.96164590","16202932735.813452"
"2024-09-23 18:41:00 UTC+0","63489.93695006","16207276970.748880"
"2024-09-23 18:40:00 UTC+0","63500.93916932","16193451355.612026"
"2024-09-23 18:39:00 UTC+0","63491.36018463","16194341359.012842"
"2024-09-23 18:38:00 UTC+0","63474.06815474","16191890569.962727"
"2024-09-23 18:37:00 UTC+0","63486.18539508","16187392102.779285"
"2024-09-23 18:36:00 UTC+0","63475.17218662","16152088163.083206"
"2024-09-23 18:35:00 UTC+0","63495.52211482","16182641708.266363"
"2024-09-23 18:34:00 UTC+0","63481.78531474","15977216551.807695"
"2024-09-23 18:33:00 UTC+0","63478.05610919","16177690093.848597"
"2024-09-23 18:32:00 UTC+0","63471.32798118","16178429814.215809"
"2024-09-23 18:31:00 UTC+0","63459.43685482","16181240582.425285"
"2024-09-23 18:30:00 UTC+0","63464.76953046","16181759969.327528"
"2024-09-23 18:29:00 UTC+0","63466.14393771","16182318518.212847"
"2024-09-23 18:28:00 UTC+0","63464.45101277","16184789798.414522"
"2024-09-23 18:27:00 UTC+0","63467.84291631","16183330625.049261"
"2024-09-23 18:26:00 UTC+0","63490.42446254","16180404129.909107"
"2024-09-23 18:25:00 UTC+0","63478.74219976","16187212552.201124"
"2024-09-23 18:24:00 UTC+0","63464.76558714","16183444230.452372"
"2024-09-23 18:23:00 UTC+0","63470.26525188","16165776055.827032"
"2024-09-23 18:22:00 UTC+0","63453.37798830","16143460717.187315"
"2024-09-23 18:21:00 UTC+0","63369.80802375","16146531355.791748"
"2024-09-23 18:20:00 UTC+0","63380.51997450","16147594041.108383"
"2024-09-23 18:19:00 UTC+0","63392.57490250","16154896672.530182"
"2024-09-23 18:18:00 UTC+0","63387.85155121","16145752450.556442"
"2024-09-23 18:17:00 UTC+0","63399.94806204","16146765071.880600"
"2024-09-23 18:16:00 UTC+0","63390.75080696","16147707268.988306"
"2024-09-23 18:15:00 UTC+0","63394.64546388","16147684716.687212"
"2024-09-23 18:14:00 UTC+0","63409.32902204","16147684716.687212"
"2024-09-23 18:13:00 UTC+0","63411.60954333","16144304675.867918"
"2024-09-23 18:12:00 UTC+0","63400.32905183","16139496502.114325"
"2024-09-23 18:11:00 UTC+0","63409.83729816","15937218698.533585"
"2024-09-23 18:10:00 UTC+0","63374.80627453","16135464841.284496"
"2024-09-23 18:09:00 UTC+0","63380.79351297","15919979961.867512"
"2024-09-23 18:08:00 UTC+0","63361.74472973","15907267829.832700"
"2024-09-23 18:07:00 UTC+0","63336.84695377","15906742447.868382"
"2024-09-23 18:06:00 UTC+0","63325.46179476","15905138729.275356"
"2024-09-23 18:05:00 UTC+0","63338.21546245","15907882174.957283"
"2024-09-23 18:04:00 UTC+0","63343.51097564","15912728184.824902"
"2024-09-23 18:03:00 UTC+0","63352.26688857","15910581059.050814"
"2024-09-23 18:02:00 UTC+0","63353.79315899","15910557118.074018"
"2024-09-23 18:01:00 UTC+0","63347.06404564","16132224341.813297"
"2024-09-23 18:00:00 UTC+0","63352.88079038","16127623147.068990"
"2024-09-23 17:59:00 UTC+0","63353.10529568","16130889833.088005"
"2024-09-23 17:58:00 UTC+0","63331.87045426","16130525411.668499"
"2024-09-23 17:57:00 UTC+0","63344.12027548","16133953972.556711"
"2024-09-23 17:56:00 UTC+0","63347.68352093","16133403633.430738"
"2024-09-23 17:55:00 UTC+0","63334.44687596","16130625331.165262"
"2024-09-23 17:54:00 UTC+0","63336.60113485","16124524892.912058"
"2024-09-23 17:53:00 UTC+0","63306.67443355","16114672890.642094"
"2024-09-23 17:52:00 UTC+0","63286.40532886","15910846272.555222"
"2024-09-23 17:51:00 UTC+0","63247.10075096","15898106862.156105"
"2024-09-23 17:50:00 UTC+0","63243.31969914","16085513236.555443"
"2024-09-23 17:49:00 UTC+0","63237.02175729","15889637917.887804"
"2024-09-23 17:48:00 UTC+0","63236.38597619","15886880176.913101"
"2024-09-23 17:47:00 UTC+0","63227.78890392","15884355679.699318"
"2024-09-23 17:46:00 UTC+0","63211.10015048","15883881419.907330"
"2024-09-23 17:45:00 UTC+0","63224.03435319","15892072873.257784"
"2024-09-23 17:44:00 UTC+0","63248.11214573","15892601792.517012"
"2024-09-23 17:43:00 UTC+0","63235.94578860","15892263294.263464"
"2024-09-23 17:42:00 UTC+0","63244.73554361","15885873464.267254"
"2024-09-23 17:41:00 UTC+0","63232.92901622","15889553253.070320"
"2024-09-23 17:40:00 UTC+0","63236.23519138","15898450375.312702"
"2024-09-23 17:39:00 UTC+0","63232.69482133","16104878558.235844"
"2024-09-23 17:38:00 UTC+0","63250.43668084","15912823328.517414"
"2024-09-23 17:37:00 UTC+0","63266.60300233","15912823328.517414"
"2024-09-23 17:36:00 UTC+0","63301.24172646","15900954369.811003"
"2024-09-23 17:35:00 UTC+0","63287.74950287","15900203206.456955"
"2024-09-23 17:34:00 UTC+0","63299.69448064","15897377553.619188"
"2024-09-23 17:33:00 UTC+0","63255.21769425","15896612227.668331"
"2024-09-23 17:32:00 UTC+0","63250.73240421","16094339574.457834"
"2024-09-23 17:31:00 UTC+0","63245.89080183","16097096693.707733"
"2024-09-23 17:30:00 UTC+0","63235.00873001","16095926053.835644"
"2024-09-23 17:29:00 UTC+0","63232.65039685","16092783263.905996"
"2024-09-23 17:28:00 UTC+0","63229.20436469","15897881010.143341"
"2024-09-23 17:27:00 UTC+0","63224.66307559","15883874833.764482"
"2024-09-23 17:26:00 UTC+0","63216.00427699","15887159685.072824"
"2024-09-23 17:25:00 UTC+0","63218.12163849","15877646398.729400"
"2024-09-23 17:24:00 UTC+0","63224.34649563","15815258627.591688"
"2024-09-23 17:23:00 UTC+0","63222.06545170","15817174739.122772"
"2024-09-23 17:22:00 UTC+0","63252.58465907","15888778084.392540"
"2024-09-23 17:21:00 UTC+0","63254.81791283","15877646398.729400"
"2024-09-23 17:20:00 UTC+0","63212.23737397","16072571293.795362"
"2024-09-23 17:19:00 UTC+0","63224.66268909","15885822430.690231"
"2024-09-23 17:18:00 UTC+0","63198.99204576","15893870732.148882"
"2024-09-23 17:17:00 UTC+0","63229.66508193","16064152086.051687"
"2024-09-23 17:16:00 UTC+0","63266.77008557","16072571293.795362"
"2024-09-23 17:15:00 UTC+0","63276.05667569","16066901765.645866"
"2024-09-23 17:14:00 UTC+0","63270.87516501","16067482118.136980"
"2024-09-23 17:13:00 UTC+0","63224.56162940","16068499826.208824"
"2024-09-23 17:12:00 UTC+0","63213.40586660","16066307244.302805"
"2024-09-23 17:11:00 UTC+0","63222.13727815","16066901765.645866"
"2024-09-23 17:10:00 UTC+0","63204.55467314","16046223901.322308"
"2024-09-23 17:09:00 UTC+0","63221.92196879","16073402655.018599"
"2024-09-23 17:08:00 UTC+0","63248.16017544","16068312049.791418"
"2024-09-23 17:07:00 UTC+0","63259.44998315","16065703706.377447"
"2024-09-23 17:06:00 UTC+0","63270.08069939","16046223901.322308"
"2024-09-23 17:05:00 UTC+0","63281.79211902","16043224095.820570"
"2024-09-23 17:04:00 UTC+0","63253.98165320","16040548514.862550"
"2024-09-23 17:03:00 UTC+0","63248.62670262","16043628491.075108"
"2024-09-23 17:02:00 UTC+0","63251.91075696","16041807321.378490"
"2024-09-23 17:01:00 UTC+0","63290.14666034","15816978908.308023"
"2024-09-23 17:00:00 UTC+0","63303.74352087","15806856567.954283"
"2024-09-23 16:59:00 UTC+0","63278.29723172","15808286929.556257"
"2024-09-23 16:58:00 UTC+0","63290.81841162","15810319375.306835"
"2024-09-23 16:57:00 UTC+0","63297.69149599","15815180594.642090"
"2024-09-23 16:56:00 UTC+0","63312.64107833","16010837370.052553"
"2024-09-23 16:55:00 UTC+0","63307.25972329","15787349215.125929"
"2024-09-23 16:54:00 UTC+0","63284.58991230","15800063065.739433"
"2024-09-23 16:53:00 UTC+0","63295.45209907","15802116317.489311"
"2024-09-23 16:52:00 UTC+0","63290.54715315","16009779880.012283"
"2024-09-23 16:51:00 UTC+0","63307.37965884","15796769461.241110"
"2024-09-23 16:50:00 UTC+0","63277.82893876","15996931803.431349"
"2024-09-23 16:49:00 UTC+0","63271.67206086","15992455003.153854"
"2024-09-23 16:48:00 UTC+0","63292.83709245","15794899560.578190"
"2024-09-23 16:47:00 UTC+0","63297.40949544","15787928222.773512"
"2024-09-23 16:46:00 UTC+0","63292.36732433","16000813538.844898"
"2024-09-23 16:45:00 UTC+0","63301.66316844","15924956836.453283"
"2024-09-23 16:44:00 UTC+0","63380.48431160","15937556541.665660"
"2024-09-23 16:43:00 UTC+0","63370.49472246","15925566055.060534"
"2024-09-23 16:42:00 UTC+0","63384.00892331","15932029985.480848"
"2024-09-23 16:41:00 UTC+0","63368.77994365","15924956836.453283"
"2024-09-23 16:40:00 UTC+0","63380.37853299","15921984786.219582"
"2024-09-23 16:39:00 UTC+0","63385.31312879","15923785856.091618"
"2024-09-23 16:38:00 UTC+0","63388.25151862","15925864915.353998"
"2024-09-23 16:37:00 UTC+0","63414.03221179","15928898046.894870"
"2024-09-23 16:36:00 UTC+0","63434.11221833","15909726980.510810"
"2024-09-23 16:35:00 UTC+0","63412.47637471","15914676811.208170"
"2024-09-23 16:34:00 UTC+0","63362.74560026","15915991900.074942"
"2024-09-23 16:33:00 UTC+0","63363.19263755","15915432964.681750"
"2024-09-23 16:32:00 UTC+0","63370.72026622","15912709908.075325"
"2024-09-23 16:31:00 UTC+0","63403.41781880","15894299840.243042"
"2024-09-23 16:30:00 UTC+0","63406.25801589","15892513249.411047"
"2024-09-23 16:29:00 UTC+0","63421.37521503","15897374328.456171"
"2024-09-23 16:28:00 UTC+0","63418.19739357","15892851296.754416"
"2024-09-23 16:27:00 UTC+0","63450.36771653","15899295063.051130"
"2024-09-23 16:26:00 UTC+0","63458.63827569","15887672971.752224"
"2024-09-23 16:25:00 UTC+0","63467.74648120","15887219833.443113"
"2024-09-23 16:24:00 UTC+0","63410.36862854","15896018960.960932"
"2024-09-23 16:23:00 UTC+0","63415.60541186","15888893267.772250"
"2024-09-23 16:22:00 UTC+0","63480.47228766","15893708844.107998"
"2024-09-23 16:21:00 UTC+0","63488.58428346","15897760091.297531"
"2024-09-23 16:20:00 UTC+0","63517.07746281","15862000221.915276"
"2024-09-23 16:19:00 UTC+0","63545.88532513","15858316089.048895"
"2024-09-23 16:18:00 UTC+0","63509.80773646","15878607037.516718"
"2024-09-23 16:17:00 UTC+0","63495.27185793","15864607811.458570"
"2024-09-23 16:16:00 UTC+0","63583.69139781","15839347750.284943"
"2024-09-23 16:15:00 UTC+0","63586.79902506","15845856783.933601"
"2024-09-23 16:14:00 UTC+0","63563.93346921","15845856783.933601"
"2024-09-23 16:13:00 UTC+0","63603.36433779","15747666232.858828"
"2024-09-23 16:12:00 UTC+0","63608.44690803","15754368927.673704"
"2024-09-23 16:11:00 UTC+0","63609.25378442","15559614225.212606"
"2024-09-23 16:10:00 UTC+0","63664.00053324","15753276470.914260"
"2024-09-23 16:09:00 UTC+0","63749.16025019","15744581893.583740"
"2024-09-23 16:08:00 UTC+0","63765.66466333","15730544123.923256"
"2024-09-23 16:07:00 UTC+0","63746.70403012","15717933567.937914"
"2024-09-23 16:06:00 UTC+0","63706.83723260","15717310031.527763"
"2024-09-23 16:05:00 UTC+0","63666.01844077","15713691104.159834"
"2024-09-23 16:04:00 UTC+0","63680.65915243","15707597191.288298"
"2024-09-23 16:03:00 UTC+0","63673.95251319","15498456452.909554"
"2024-09-23 16:02:00 UTC+0","63653.32516880","15504410209.049320"
"2024-09-23 16:01:00 UTC+0","63633.66932691","15688198670.127413"
"2024-09-23 16:00:00 UTC+0","63647.64105077","15681358005.811785"
"2024-09-23 15:59:00 UTC+0","63714.45785622","15683922928.495352"
"2024-09-23 15:58:00 UTC+0","63697.39728547","15684865230.625826"
"2024-09-23 15:57:00 UTC+0","63714.05751512","15680256927.493011"
"2024-09-23 15:56:00 UTC+0","63724.46986479","15675879676.909288"
"2024-09-23 15:55:00 UTC+0","63709.12969847","15676245788.974300"
"2024-09-23 15:54:00 UTC+0","63695.67496516","15665942687.596525"
"2024-09-23 15:53:00 UTC+0","63698.45986260","15661260928.135199"
"2024-09-23 15:52:00 UTC+0","63661.08737396","15665742625.958035"
"2024-09-23 15:51:00 UTC+0","63646.43191085","15663219544.297714"
"2024-09-23 15:50:00 UTC+0","63673.11394387","15658386609.367702"
"2024-09-23 15:49:00 UTC+0","63667.40670127","15656280133.975826"
"2024-09-23 15:48:00 UTC+0","63650.27290445","15651656580.386978"
"2024-09-23 15:47:00 UTC+0","63657.13173738","15640359747.787687"
"2024-09-23 15:46:00 UTC+0","63642.93144444","15616521802.737290"
"2024-09-23 15:45:00 UTC+0","63638.81797062","15598898752.021060"
"2024-09-23 15:44:00 UTC+0","63625.65380285","15245918423.699257"
"2024-09-23 15:43:00 UTC+0","63562.57943254","15245918423.699257"
"2024-09-23 15:42:00 UTC+0","63556.62945365","15211446658.081266"
"2024-09-23 15:41:00 UTC+0","63550.96076621","11239949484.358328"
"2024-09-23 15:40:00 UTC+0","63558.48413155","11236319200.380487"
"2024-09-23 15:39:00 UTC+0","63550.11082973","10893290878.058744"
"2024-09-23 15:38:00 UTC+0","63529.12694151","10882909781.608760"
"2024-09-23 15:37:00 UTC+0","63513.89417569","10878409515.034151"
"2024-09-23 15:36:00 UTC+0","63506.42426396","11233632485.340973"
"2024-09-23 15:35:00 UTC+0","63559.62690940","11215335900.616339"
"2024-09-23 15:34:00 UTC+0","63542.17210281","15438694962.568623"
"2024-09-23 15:33:00 UTC+0","63408.52818533","15398428793.994944"
"2024-09-23 15:32:00 UTC+0","63415.93417057","15430985843.336096"
"2024-09-23 15:31:00 UTC+0","63401.42824152","15379669155.637299"
"2024-09-23 15:30:00 UTC+0","63398.93328609","15381544761.383629"
"2024-09-23 15:29:00 UTC+0","63356.27520440","15387026592.175714"
"2024-09-23 15:28:00 UTC+0","63376.91965865","15367309824.546095"
"2024-09-23 15:27:00 UTC+0","63416.93823419","15349285552.951042"
"2024-09-23 15:26:00 UTC+0","63348.86076496","15347389883.932938"
"2024-09-23 15:25:00 UTC+0","63319.41260843","15343036696.868680"
"2024-09-23 15:24:00 UTC+0","63322.85035110","15335587508.882042"
"2024-09-23 15:23:00 UTC+0","63310.69236421","15332689869.650820"
"2024-09-23 15:22:00 UTC+0","63286.62034067","15331226394.772945"
"2024-09-23 15:21:00 UTC+0","63267.39208903","15328434804.502077"
"2024-09-23 15:20:00 UTC+0","63266.02423747","15329569748.566118"
"2024-09-23 15:19:00 UTC+0","63253.99848696","15333722692.163680"
"2024-09-23 15:18:00 UTC+0","63266.59250171","15333222809.978321"
"2024-09-23 15:17:00 UTC+0","63306.16185554","15334697548.803814"
"2024-09-23 15:16:00 UTC+0","63314.27098827","15315478638.134380"
"2024-09-23 15:15:00 UTC+0","63328.06481178","15310473640.801188"
"2024-09-23 15:14:00 UTC+0","63284.67908219","15307883244.948260"
"2024-09-23 15:13:00 UTC+0","63267.94357642","15296800042.502857"
"2024-09-23 15:12:00 UTC+0","63260.86348852","15281746277.898780"
"2024-09-23 15:11:00 UTC+0","63213.86767069","15278508144.424710"
"2024-09-23 15:10:00 UTC+0","63188.75737486","15278598912.791737"
"2024-09-23 15:09:00 UTC+0","63193.15413305","15269749572.963848"
"2024-09-23 15:08:00 UTC+0","63198.04365462","15181053694.597958"
"2024-09-23 15:07:00 UTC+0","63166.75229807","15176839371.764520"
"2024-09-23 15:06:00 UTC+0","63202.75626766","15177558032.683617"
"2024-09-23 15:05:00 UTC+0","63197.57848985","15187450118.190100"
"2024-09-23 15:04:00 UTC+0","63210.55256572","15184411137.455545"
"2024-09-23 15:03:00 UTC+0","63277.33409426","15184080582.744766"
"2024-09-23 15:02:00 UTC+0","63279.33110224","15182422203.641382"
"2024-09-23 15:01:00 UTC+0","63286.87390768","15157852769.310440"
"2024-09-23 15:00:00 UTC+0","63289.90642397","15146985478.818697"
"2024-09-23 14:59:00 UTC+0","63283.30422260","15148988419.046150"
"2024-09-23 14:58:00 UTC+0","63278.62746815","15152624301.870584"
"2024-09-23 14:57:00 UTC+0","63289.32920196","15151440834.986214"
"2024-09-23 14:56:00 UTC+0","63314.92530231","15136435448.240253"
"2024-09-23 14:55:00 UTC+0","63327.99679080","15125693556.232805"
"2024-09-23 14:54:00 UTC+0","63267.72890030","15119358143.280994"
"2024-09-23 14:53:00 UTC+0","63240.78830874","15117973027.127722"
"2024-09-23 14:52:00 UTC+0","63215.69389473","15118332478.174992"
"2024-09-23 14:51:00 UTC+0","63215.48901129","15112144751.971165"
"2024-09-23 14:50:00 UTC+0","63223.80919793","15103036355.016825"
"2024-09-23 14:49:00 UTC+0","63221.63360953","15035300463.449121"
"2024-09-23 14:48:00 UTC+0","63183.43876606","15033590339.227580"
"2024-09-23 14:47:00 UTC+0","63182.16887705","15029494510.107967"
"2024-09-23 14:46:00 UTC+0","63180.46978334","15065579170.093943"
"2024-09-23 14:45:00 UTC+0","63173.66741295","15038003765.909300"
"2024-09-23 14:44:00 UTC+0","63174.86379332","15025957035.286964"
"2024-09-23 14:43:00 UTC+0","63191.21444076","15017331265.090322"
"2024-09-23 14:42:00 UTC+0","63147.51813350","15022300221.095062"
"2024-09-23 14:41:00 UTC+0","63118.04557898","15068237745.600275"
"2024-09-23 14:40:00 UTC+0","63173.71296237","15012080566.561508"
"2024-09-23 14:39:00 UTC+0","63475.32943445","15012857527.882393"
"2024-09-23 14:38:00 UTC+0","63489.24679510","15014556173.020845"
"2024-09-23 14:37:00 UTC+0","63510.54895665","14998721659.401482"
"2024-09-23 14:36:00 UTC+0","63534.18669027","14903277028.164093"
"2024-09-23 14:35:00 UTC+0","63452.88703614","14895766952.441772"
"2024-09-23 14:34:00 UTC+0","63515.99367506","14905775635.812252"
"2024-09-23 14:33:00 UTC+0","63483.17544580","14906265205.825197"
"2024-09-23 14:32:00 UTC+0","63533.35026134","14905428680.747475"
"2024-09-23 14:31:00 UTC+0","63530.54605704","14855938221.729221"
"2024-09-23 14:30:00 UTC+0","63518.60431737","14862546653.965342"
"2024-09-23 14:29:00 UTC+0","63496.57728271","14856747380.933678"
"2024-09-23 14:28:00 UTC+0","63539.03368990","14857282509.745130"
"2024-09-23 14:27:00 UTC+0","63528.98098271","14855224174.219332"
"2024-09-23 14:26:00 UTC+0","63550.28696557","14851894407.805630"
"2024-09-23 14:25:00 UTC+0","63550.54723462","14841560160.940601"
"2024-09-23 14:24:00 UTC+0","63533.61660709","14844411249.793503"
"2024-09-23 14:23:00 UTC+0","63511.03055101","14845716713.307598"
"2024-09-23 14:22:00 UTC+0","63528.87635427","14841716016.700250"
"2024-09-23 14:21:00 UTC+0","63556.96573928","14819217860.248790"
"2024-09-23 14:20:00 UTC+0","63590.39938655","14797352704.278282"
"2024-09-23 14:19:00 UTC+0","63516.57178050","14784393324.574630"
"2024-09-23 14:18:00 UTC+0","63465.78558454","14775238900.826754"
"2024-09-23 14:17:00 UTC+0","63471.49631514","14779554188.977710"
"2024-09-23 14:16:00 UTC+0","63440.78419439","14763138642.699160"
"2024-09-23 14:15:00 UTC+0","63489.41375126","14759892311.577557"
"2024-09-23 14:14:00 UTC+0","63519.95942671","14748698020.954548"
"2024-09-23 14:13:00 UTC+0","63529.06795930","14731966627.889593"
"2024-09-23 14:12:00 UTC+0","63492.04090147","14724258755.189320"
"2024-09-23 14:11:00 UTC+0","63442.00706326","14724258755.189320"
"2024-09-23 14:10:00 UTC+0","63427.51463597","14696661592.364368"
"2024-09-23 14:09:00 UTC+0","63395.27415203","14684173223.147150"
"2024-09-23 14:08:00 UTC+0","63345.51057225","14670612674.590616"
"2024-09-23 14:07:00 UTC+0","63287.35739500","14666611272.532236"
"2024-09-23 14:06:00 UTC+0","63273.84258054","14671856665.618864"
"2024-09-23 14:05:00 UTC+0","63255.09815385","14676963048.525158"
"2024-09-23 14:04:00 UTC+0","63278.76155548","14499334385.561474"
"2024-09-23 14:03:00 UTC+0","63304.37974977","14487006513.132658"
"2024-09-23 14:02:00 UTC+0","63266.50139523","14480631686.966417"
"2024-09-23 14:01:00 UTC+0","63250.45815634","14440320584.427588"
"2024-09-23 14:00:00 UTC+0","63255.96748448","14427711015.347353"
"2024-09-23 13:59:00 UTC+0","63283.54012659","14421244641.376644"
"2024-09-23 13:58:00 UTC+0","63238.82219258","14417055939.007982"
"2024-09-23 13:57:00 UTC+0","63219.62623021","14380162249.994810"
"2024-09-23 13:56:00 UTC+0","63232.94924834","14379956706.751055"
"2024-09-23 13:55:00 UTC+0","63222.50304326","14388993515.494833"
"2024-09-23 13:54:00 UTC+0","63254.75138855","14340877207.754263"
"2024-09-23 13:53:00 UTC+0","63287.62227362","14326484889.057762"
"2024-09-23 13:52:00 UTC+0","63292.96713578","14199304343.912722"
"2024-09-23 13:51:00 UTC+0","63288.13486819","14199304343.912722"
"2024-09-23 13:50:00 UTC+0","63278.54304481","14337360149.761442"
"2024-09-23 13:49:00 UTC+0","63282.42761506","14342510780.442791"
"2024-09-23 13:48:00 UTC+0","63216.71722056","14333125779.446478"
"2024-09-23 13:47:00 UTC+0","63289.43887196","14122388950.884613"
"2024-09-23 13:46:00 UTC+0","63318.64926321","14294312511.820827"
"2024-09-23 13:45:00 UTC+0","63335.45876581","14275135892.022953"
"2024-09-23 13:44:00 UTC+0","63316.51237289","14281711078.775808"
"2024-09-23 13:43:00 UTC+0","63311.47096080","14281711078.775808"
"2024-09-23 13:42:00 UTC+0","63292.78474877","14271706338.092470"
"2024-09-23 13:41:00 UTC+0","63271.31652496","14275135892.022953"
"2024-09-23 13:40:00 UTC+0","63268.80000779","14239666293.154636"
"2024-09-23 13:39:00 UTC+0","63279.63700923","14279008665.912956"
"2024-09-23 13:38:00 UTC+0","63291.15032294","14278863782.960339"
"2024-09-23 13:37:00 UTC+0","63277.37790294","14272963436.457480"
"2024-09-23 13:36:00 UTC+0","63338.78437530","14236657176.295752"
"2024-09-23 13:35:00 UTC+0","63353.26908251","14223632260.394825"
"2024-09-23 13:34:00 UTC+0","63228.41403339","14241026837.259550"
"2024-09-23 13:33:00 UTC+0","63244.80638256","14242855583.689472"
"2024-09-23 13:32:00 UTC+0","63291.37665163","14205241491.025244"
"2024-09-23 13:31:00 UTC+0","63318.07562570","14226044009.058828"
"2024-09-23 13:30:00 UTC+0","63337.10845561","14221994231.822702"
"2024-09-23 13:29:00 UTC+0","63328.59015274","14218105457.162514"
"2024-09-23 13:28:00 UTC+0","63315.36203540","14214256317.812431"
"2024-09-23 13:27:00 UTC+0","63301.68951422","14210433309.736023"
"2024-09-23 13:26:00 UTC+0","63288.96972824","14220138578.316793"
"2024-09-23 13:25:00 UTC+0","63279.66781995","14221877709.632332"
"2024-09-23 13:24:00 UTC+0","63321.43391686","14216248832.452648"
"2024-09-23 13:23:00 UTC+0","63335.74282623","14204500728.400013"
"2024-09-23 13:22:00 UTC+0","63302.71237507","14200148954.197426"
"2024-09-23 13:21:00 UTC+0","63279.32346773","14199304343.912722"
"2024-09-23 13:20:00 UTC+0","63269.45890548","14199304343.912722"
"2024-09-23 13:19:00 UTC+0","63274.37165709","14193144308.770576"
"2024-09-23 13:18:00 UTC+0","63256.57901640","14188469236.579945"
"2024-09-23 13:17:00 UTC+0","63260.63798100","14190200719.060444"
"2024-09-23 13:16:00 UTC+0","63256.50034729","14173309993.403530"
"2024-09-23 13:15:00 UTC+0","63278.71721906","14168902148.897316"
"2024-09-23 13:14:00 UTC+0","63275.80414769","14172445061.331457"
"2024-09-23 13:13:00 UTC+0","63296.06691319","14166998765.930723"
"2024-09-23 13:12:00 UTC+0","63294.39894823","14167398944.745554"
"2024-09-23 13:11:00 UTC+0","63268.35647116","14166353622.756937"
"2024-09-23 13:10:00 UTC+0","63293.08634186","14170541292.141642"
"2024-09-23 13:09:00 UTC+0","63300.41251338","14171478749.802916"
"2024-09-23 13:08:00 UTC+0","63330.78095499","13478807860.595352"
"2024-09-23 13:07:00 UTC+0","63347.34347955","14155980495.898579"
"2024-09-23 13:06:00 UTC+0","63345.41564446","14153504853.761345"
"2024-09-23 13:05:00 UTC+0","63356.27730105","13470857744.111471"
"2024-09-23 13:04:00 UTC+0","63334.87402392","13474676982.471605"
"2024-09-23 13:03:00 UTC+0","63329.16106152","14148696251.616173"
"2024-09-23 13:02:00 UTC+0","63356.42393639","14153245064.236927"
"2024-09-23 13:01:00 UTC+0","63351.02989650","14142236878.607214"
"2024-09-23 13:00:00 UTC+0","63366.05526284","14112654955.620348"
"2024-09-23 12:59:00 UTC+0","63389.88390676","14081974000.782883"
"2024-09-23 12:58:00 UTC+0","63389.76081086","14080911296.527636"
